nombre_area,estado,poblacion,lat,lon,tipo_zona,consumo_anual_m3
Filomeno Mata,Veracruz,18342,20.2,-97.7,Agrícola,12839400
Fortín,Veracruz,65832,18.9,-97,Mixta,52665600
Gutiérrez Zamora,Veracruz,24423,20.47,-97.08,Agrícola,17096100
Hidalgotitlán,Veracruz,17978,17.78,-94.63,Agrícola,12584600
Huatusco,Veracruz,59923,19.15,-96.97,Mixta,47938400
Huayacocotla,Veracruz,20464,20.53,-98.48,Agrícola,14324800
Hueyapan de Ocampo,Veracruz,42353,18.15,-95.15,Agrícola,29647100
Huiloapan de Cuauhtémoc,Veracruz,7397,18.8,-97.15,Agrícola,5177900
Ignacio de la Llave,Veracruz,17623,18.63,-95.98,Agrícola,12336100
Ilamatlán,Veracruz,12822,20.78,-98.42,Agrícola,8975400
Isla,Veracruz,42131,18.03,-95.53,Agrícola,29491700
Ixcatepec,Veracruz,11213,21.23,-98.05,Agrícola,7849100
Ixhuacán de los Reyes,Veracruz,11213,19.42,-97,Agrícola,7849100
Ixhuatlán del Café,Veracruz,22403,19.03,-96.88,Agrícola,15682100
Ixhuatlancillo,Veracruz,23101,18.9,-97.13,Mixta,18480800
Ixhuatlán del Sureste,Veracruz,16117,17.98,-94.38,Industrial,17728700
Ixhuatlán de Madero,Veracruz,52392,20.7,-98,Agrícola,36674400
Ixmatlahuacan,Veracruz,5903,18.47,-95.83,Agrícola,4132100
Ixtaczoquitlán,Veracruz,69075,18.87,-97.03,Industrial,75982500
Jalacingo,Veracruz,44908,19.8,-97.3,Agrícola,31435600
Xalapa,Veracruz,488531,19.53,-96.9,Servicios,537384100
Jalcomulco,Veracruz,5109,19.33,-96.77,Servicios,4598100
Jáltipan,Veracruz,39719,17.98,-94.72,Mixta,31775200
Jamapa,Veracruz,10657,19.03,-96.23,Agrícola,7459900
Jesús Carranza,Veracruz,27083,17.43,-95.03,Agrícola,18958100
Xico,Veracruz,38012,19.42,-96.98,Servicios,34210800
Jilotepec,Veracruz,15309,19.6,-96.9,Agrícola,10716300
Juan Rodríguez Clara,Veracruz,40055,17.98,-95.4,Agrícola,28038500
Juchique de Ferrer,Veracruz,15424,19.83,-96.7,Agrícola,10796800
Landero y Coss,Veracruz,1533,19.75,-96.85,Agrícola,1073100
Lerdo de Tejada,Veracruz,18972,18.63,-95.52,Mixta,15177600
Magdalena,Veracruz,2992,18.77,-97.07,Agrícola,2094400
Maltrata,Veracruz,18540,18.82,-97.28,Agrícola,12978000
Manlio Fabio Altamirano,Veracruz,23460,19.1,-96.32,Agrícola,16422000
Mariano Escobedo,Veracruz,36306,18.92,-97.13,Mixta,29044800
Martínez de la Torre,Veracruz,108842,20.07,-97.05,Mixta,87073600
Mecatlán,Veracruz,5903,20.22,-97.68,Agrícola,4132100
Mecayapan,Veracruz,17424,18.43,-94.8,Agrícola,12196800
Medellín de Bravo,Veracruz,95764,19.05,-96.17,Agrícola,67034800
Miahuatlán,Veracruz,4923,19.67,-96.88,Agrícola,3446100
Las Minas,Veracruz,2992,19.68,-97.13,Agrícola,2094400
Minatitlán,Veracruz,149122,17.98,-94.55,Industrial,178946400
Misantla,Veracruz,65832,19.93,-96.85,Mixta,52665600
Mixtla de Altamirano,Veracruz,11815,18.62,-97,Agrícola,8270500
Moloacán,Veracruz,16335,17.97,-94.35,Agrícola,11434500
Naolinco,Veracruz,21183,19.65,-96.85,Agrícola,14828100
Naranjal,Veracruz,4923,18.8,-96.95,Agrícola,3446100
Nautla,Veracruz,29849,20.22,-96.77,Agrícola,20894300
Nogales,Veracruz,36490,18.82,-97.17,Mixta,29192000
Oluta,Veracruz,15309,17.92,-94.9,Agrícola,10716300
Omealca,Veracruz,24231,18.75,-96.78,Agrícola,16961700
Orizaba,Veracruz,120844,18.85,-97.1,Servicios,132928400
Otatitlán,Veracruz,5215,18.18,-96.03,Agrícola,3650500
Oteapan,Veracruz,10578,18,-94.67,Agrícola,7404600
Ozuluama de Mascareñas,Veracruz,23296,21.63,-97.85,Agrícola,16307200
Pajapan,Veracruz,18342,18.27,-94.7,Agrícola,12839400
Pánuco,Veracruz,97341,22.05,-98.17,Mixta,77872800
Papantla,Veracruz,159910,20.45,-97.32,Servicios,143919000
Paso del Macho,Veracruz,32009,18.97,-96.72,Agrícola,22406300
Paso de Ovejas,Veracruz,33467,19.28,-96.43,Agrícola,23426900
La Perla,Veracruz,28267,18.93,-97.13,Agrícola,19786900
Perote,Veracruz,77436,19.57,-97.23,Mixta,61948800
Platón Sánchez,Veracruz,17978,21.28,-98.37,Agrícola,12584600
Playa Vicente,Veracruz,38848,17.83,-95.82,Agrícola,27193600
Poza Rica de Hidalgo,Veracruz,189457,20.53,-97.45,Industrial,227348400
Las Vigas de Ramírez,Veracruz,19176,19.63,-97.1,Agrícola,13423200
Pueblo Viejo,Veracruz,55342,22.2,-97.83,Mixta,44273600
Puente Nacional,Veracruz,24423,19.32,-96.5,Agrícola,17096100
Rafael Delgado,Veracruz,19315,18.82,-97.1,Agrícola,13520500
Rafael Lucio,Veracruz,8580,19.58,-96.98,Agrícola,6006000
Los Reyes,Veracruz,5807,18.68,-97.1,Agrícola,4064900
Río Blanco,Veracruz,41754,18.83,-97.15,Industrial,41754000
Saltabarranca,Veracruz,5807,18.57,-95.55,Agrícola,4064900
San Andrés Tenejapan,Veracruz,3363,18.83,-97.12,Agrícola,2354100
San Andrés Tuxtla,Veracruz,162428,18.45,-95.22,Mixta,146185200
San Juan Evangelista,Veracruz,31267,17.88,-95.13,Agrícola,21886900
Santiago Tuxtla,Veracruz,57463,18.47,-95.3,Mixta,45970400
Sayula de Alemán,Veracruz,32123,17.88,-94.95,Agrícola,22486100
Soconusco,Veracruz,15865,17.97,-94.87,Agrícola,11105500
Sochiapa,Veracruz,4301,19.1,-96.88,Agrícola,3010700
Soledad Atzompa,Veracruz,24231,18.72,-97.17,Agrícola,16961700
Soledad de Doblado,Veracruz,27318,19.05,-96.42,Agrícola,19122600
Soteapan,Veracruz,35071,18.25,-94.87,Agrícola,24549700
Tamalín,Veracruz,10657,21.33,-97.8,Agrícola,7459900
Tamiahua,Veracruz,23854,21.28,-97.45,Agrícola,16697800
Tampico Alto,Veracruz,11985,21.93,-97.78,Agrícola,8389500
Tancoco,Veracruz,5472,21.27,-97.78,Agrícola,3830400
Tantima,Veracruz,11815,21.33,-97.83,Agrícola,8270500
Tantoyuca,Veracruz,101918,21.35,-98.23,Mixta,81534400
Tatatila,Veracruz,6174,19.72,-97.07,Agrícola,4321800
Castillo de Teayo,Veracruz,19506,20.75,-97.63,Agrícola,13654200
Tecolutla,Veracruz,24423,20.48,-97,Servicios,21980700
Tehuipango,Veracruz,29849,18.52,-97.03,Agrícola,20894300
Álamo Temapache,Veracruz,104478,20.92,-97.7,Mixta,83582400
Tempoal,Veracruz,34493,21.52,-98.38,Mixta,27594400
Tenampa,Veracruz,6520,19.25,-96.85,Agrícola,4564000
Tenochtitlán,Veracruz,4820,19.8,-96.9,Agrícola,3374000
Teocelo,Veracruz,15865,19.38,-96.97,Agrícola,11105500
Tepatlaxco,Veracruz,8229,18.98,-96.85,Agrícola,5760300
Tepetlán,Veracruz,9394,19.7,-96.82,Agrícola,6575800
Tepetzintla,Veracruz,14731,21.17,-97.85,Agrícola,10311700
Tequila,Veracruz,15424,18.72,-97.07,Agrícola,10796800
José Azueta,Veracruz,22687,18.07,-95.7,Agrícola,15880900
Texcatepec,Veracruz,9812,20.87,-98.37,Agrícola,6868400
Texhuacán,Veracruz,5215,18.62,-97.03,Agrícola,3650500
Texistepec,Veracruz,21183,17.9,-94.8,Agrícola,14828100
Tezonapa,Veracruz,54848,18.6,-96.78,Agrícola,38393600
Tierra Blanca,Veracruz,98965,18.45,-96.35,Mixta,79172000
Tihuatlán,Veracruz,93624,20.72,-97.53,Mixta,74899200
Tlacojalpan,Veracruz,10305,18.2,-95.95,Agrícola,7213500
Tlacolulan,Veracruz,10657,19.63,-96.98,Agrícola,7459900
Tlacotalpan,Veracruz,12974,18.62,-95.67,Servicios,11676600
Tlacotepec de Mejía,Veracruz,6916,19.18,-96.85,Agrícola,4841200
Tlachichilco,Veracruz,11084,20.63,-98.2,Agrícola,7758800
Tlalixcoyan,Veracruz,36490,18.8,-96.05,Agrícola,25543000
Tlalnelhuayocan,Veracruz,17215,19.53,-96.97,Agrícola,12050500
Tlapacoyan,Veracruz,59814,19.97,-97.22,Mixta,47851200
Tlaquilpa,Veracruz,7789,18.6,-97.12,Agrícola,5452300
Tlilapan,Veracruz,4923,18.8,-97.12,Agrícola,3446100
Tomatlán,Veracruz,6174,18.95,-96.98,Agrícola,4321800
Tonayán,Veracruz,5690,19.7,-96.92,Agrícola,3983000
Totutla,Veracruz,16814,19.22,-96.95,Agrícola,11769800
Tuxpan,Veracruz,161829,20.95,-97.4,Mixta,145646100
Tuxtilla,Veracruz,2240,18.23,-95.88,Agrícola,1568000
Úrsulo Galván,Veracruz,29466,19.4,-96.35,Agrícola,20626200
Vega de Alatorre,Veracruz,19506,20.03,-96.65,Agrícola,13654200
Veracruz,Veracruz,607209,19.18,-96.13,Servicios,728650800
Villa Aldama,Veracruz,12239,19.65,-97.22,Agrícola,8567300
Xoxocotla,Veracruz,5903,18.65,-97.15,Agrícola,4132100
Yanga,Veracruz,17804,18.83,-96.8,Agrícola,12462800
Yecuatla,Veracruz,11943,19.87,-96.77,Agrícola,8360100
Zacualpan,Veracruz,10067,20.73,-98.33,Agrícola,7046900
Zaragoza,Veracruz,11213,17.9,-94.63,Agrícola,7849100
Zentla,Veracruz,13063,19.08,-96.85,Agrícola,9144100
Zongolica,Veracruz,43997,18.67,-96.98,Mixta,35197600
Zontecomatlán de López y Fuentes,Veracruz,13627,20.77,-98.3,Agrícola,9538900
Zozocolco de Hidalgo,Veracruz,14731,20.13,-97.57,Agrícola,10311700
Agua Dulce,Veracruz,44908,18.13,-94.13,Industrial,53889600
El Higo,Veracruz,18540,21.78,-98.43,Agrícola,12978000
Nanchital de Lázaro Cárdenas del Río,Veracruz,27318,18.07,-94.42,Industrial,32781600
Tres Valles,Veracruz,42861,18.23,-96.13,Agrícola,30002700
Carlos A. Carrillo,Veracruz,22687,18.37,-95.75,Agrícola,15880900
Tatahuicapan de Juárez,Veracruz,15865,18.25,-94.78,Agrícola,11105500
Uxpanapa,Veracruz,31896,17.2,-94.13,Agrícola,22327200
San Rafael,Veracruz,35905,20.2,-96.87,Agrícola,25133500
Santiago Sochiapan,Veracruz,12630,17.65,-95.67,Agrícola,8841000
Abalá,Yucatán,6520,20.65,-89.67,Agrícola,4564000
Acanceh,Yucatán,16814,20.82,-89.45,Mixta,13451200
Akil,Yucatán,12630,20.15,-89.35,Agrícola,8841000
Baca,Yucatán,6043,21.1,-89.4,Agrícola,4230100
Bokobá,Yucatán,2148,21.02,-89.28,Agrícola,1503600
Buctzotz,Yucatán,9097,21.2,-88.78,Agrícola,6367900
Cacalchén,Yucatán,7683,21,-89.2,Agrícola,5378100
Calotmul,Yucatán,4130,20.93,-88.17,Agrícola,2891000
Cansahcab,Yucatán,4704,21.17,-89.1,Agrícola,3292800
Cantamayec,Yucatán,2758,20.48,-89.08,Agrícola,1930600
Celestún,Yucatán,8395,20.85,-90.4,Servicios,7555500
Cenotillo,Yucatán,3791,21.15,-88.6,Agrícola,2653700
Conkal,Yucatán,16814,21.08,-89.53,Mixta,13451200
Cuncunul,Yucatán,1712,20.65,-88.22,Agrícola,1198400
Cuzamá,Yucatán,5690,20.73,-89.33,Agrícola,3983000
Chacsinkín,Yucatán,3091,20.2,-89.2,Agrícola,2163700
Chankom,Yucatán,4594,20.6,-88.42,Agrícola,3215800
Chapab,Yucatán,3200,20.5,-89.5,Agrícola,2240000
Chemax,Yucatán,39933,20.65,-87.93,Agrícola,27953100
Chicxulub Pueblo,Yucatán,4490,21.13,-89.52,Agrícola,3143000
Chichimilá,Yucatán,9231,20.6,-88.22,Agrícola,6461700
Chikindzonot,Yucatán,4594,20.3,-88.3,Agrícola,3215800
Chocholá,Yucatán,4820,20.78,-89.83,Agrícola,3374000
Chumayel,Yucatán,3363,20.47,-89.28,Agrícola,2354100
Dzán,Yucatán,6043,20.38,-89.42,Agrícola,4230100
Dzemul,Yucatán,3550,21.2,-89.33,Agrícola,2485000
Dzidzantún,Yucatán,8580,21.23,-88.98,Agrícola,6006000
Dzilam de Bravo,Yucatán,2758,21.38,-88.88,Agrícola,1930600
Dzilam González,Yucatán,6174,21.28,-88.93,Agrícola,4321800
Dzitás,Yucatán,4014,20.83,-88.48,Agrícola,2809800
Dzoncauich,Yucatán,2896,21.03,-88.9,Agrícola,2027200
Espita,Yucatán,16814,21,-88.3,Agrícola,11769800
Halachó,Yucatán,21183,20.47,-89.92,Agrícola,14828100
Hocabá,Yucatán,6520,20.8,-89.27,Agrícola,4564000
Hoctún,Yucatán,6385,20.88,-89.2,Agrícola,4469500
Homún,Yucatán,8063,20.73,-89.28,Agrícola,5644100
Huhí,Yucatán,5215,20.72,-89.17,Agrícola,3650500
Hunucmá,Yucatán,35905,21.02,-89.87,Mixta,28724000
Ixil,Yucatán,4301,21.1,-89.5,Agrícola,3010700
Izamal,Yucatán,28555,20.93,-89.02,Servicios,25699500
Kanasín,Yucatán,149867,20.95,-89.55,Mixta,134880300
Kantunil,Yucatán,5807,20.8,-89.08,Agrícola,4064900
Kaua,Yucatán,3363,20.63,-88.38,Agrícola,2354100
Kinchil,Yucatán,7295,20.97,-89.97,Agrícola,5106500
Kopomá,Yucatán,2758,20.57,-89.83,Agrícola,1930600
Mama,Yucatán,3284,20.47,-89.37,Agrícola,2298800
Maní,Yucatán,5903,20.38,-89.4,Agrícola,4132100
Maxcanú,Yucatán,23969,20.58,-89.98,Agrícola,16778300
Mayapán,Yucatán,3993,20.52,-89.17,Agrícola,2795100
Mérida,Yucatán,995129,20.97,-89.62,Servicios,1194154800
Mocochá,Yucatán,3363,21.08,-89.45,Agrícola,2354100
Motul,Yucatán,37633,21.1,-89.28,Mixta,30106400
Muna,Yucatán,13240,20.48,-89.72,Agrícola,9268000
Muxupip,Yucatán,2992,21.07,-89.35,Agrícola,2094400
Opichén,Yucatán,7295,20.45,-89.87,Agrícola,5106500
Oxkutzcab,Yucatán,33844,20.3,-89.42,Agrícola,23690800
Panabá,Yucatán,7957,21.28,-88.27,Agrícola,5569900
Peto,Yucatán,25993,20.12,-88.92,Agrícola,18195100
Progreso,Yucatán,66008,21.28,-89.67,Servicios,72608800
Quintana Roo,Yucatán,977,20.8,-88.9,Agrícola,683900
Río Lagartos,Yucatán,2348,21.6,-88.15,Servicios,2113200
Sacalum,Yucatán,5109,20.55,-89.57,Agrícola,3576300
Samahil,Yucatán,5690,20.92,-89.92,Agrícola,3983000
Sanahcat,Yucatán,2148,20.77,-89.2,Agrícola,1503600
San Felipe,Yucatán,2148,21.58,-88.23,Servicios,1933200
Santa Elena,Yucatán,4130,20.32,-89.63,Agrícola,2891000
Seyé,Yucatán,10067,20.85,-89.37,Agrícola,7046900
Sinanché,Yucatán,3200,21.23,-89.18,Agrícola,2240000
Sotuta,Yucatán,8900,20.73,-89,Agrícola,6230000
Sucilá,Yucatán,4130,21.15,-88.3,Agrícola,2891000
Sudzal,Yucatán,1966,20.87,-88.98,Agrícola,1376200
Suma,Yucatán,1805,21.13,-89.1,Agrícola,1263500
Tahdziú,Yucatán,5575,20.25,-89.02,Agrícola,3902500
Tahmek,Yucatán,3791,20.87,-89.32,Agrícola,2653700
Teabo,Yucatán,6804,20.33,-89.27,Agrícola,4762800
Tecoh,Yucatán,17804,20.73,-89.47,Agrícola,12462800
Tekal de Venegas,Yucatán,2620,20.95,-88.92,Agrícola,1834000
Tekantó,Yucatán,3791,21.05,-89.08,Agrícola,2653700
Tekax,Yucatán,43806,20.2,-89.28,Mixta,35044800
Tekit,Yucatán,11213,20.52,-89.33,Agrícola,7849100
Tekom,Yucatán,3363,20.68,-88.33,Agrícola,2354100
Telchac Pueblo,Yucatán,3791,21.18,-89.25,Agrícola,2653700
Telchac Puerto,Yucatán,1966,21.33,-89.3,Servicios,1769400
Temax,Yucatán,7188,21.15,-88.95,Agrícola,5031600
Temozón,Yucatán,16814,20.8,-88.2,Agrícola,11769800
Tepakán,Yucatán,2148,21,-88.9,Agrícola,1503600
Tetiz,Yucatán,5353,21,-89.92,Agrícola,3747100
Teya,Yucatán,2035,21.03,-89.07,Agrícola,1424500
Ticul,Yucatán,40614,20.4,-89.53,Mixta,32491200
Timucuy,Yucatán,7411,20.82,-89.5,Agrícola,5187700
Tinum,Yucatán,12630,20.67,-88.4,Servicios,11367000
Tixcacalcupul,Yucatán,8063,20.4,-88.1,Agrícola,5644100
Tixkokob,Yucatán,18540,21,-89.38,Agrícola,12978000
Tixmehuac,Yucatán,14041,20.27,-89.15,Agrícola,9828700
Tixpéhual,Yucatán,5807,20.97,-89.48,Agrícola,4064900
Tizimín,Yucatán,83842,21.13,-88.15,Mixta,67073600
Tunkás,Yucatán,3670,20.87,-88.75,Agrícola,2569000
Tzucacab,Yucatán,15309,20.07,-89.05,Agrícola,10716300
Uayma,Yucatán,4130,20.72,-88.3,Agrícola,2891000
Ucú,Yucatán,3993,21.03,-89.75,Agrícola,2795100
Umán,Yucatán,69165,20.88,-89.75,Industrial,76081500
Valladolid,Yucatán,85460,20.68,-88.2,Servicios,85460000
Xocchel,Yucatán,3363,20.82,-89.2,Agrícola,2354100
Yaxcabá,Yucatán,16117,20.55,-88.83,Agrícola,11281900
Yaxkukul,Yucatán,3284,21.05,-89.55,Agrícola,2298800
Yobaín,Yucatán,2240,21.28,-89.1,Agrícola,1568000
Apozol,Zacatecas,6268,21.45,-103.08,Agrícola,4387600
Apulco,Zacatecas,5006,21.48,-102.68,Agrícola,3504200
Atolinga,Zacatecas,2240,21.8,-103.48,Agrícola,1568000
Benito Juárez,Zacatecas,4490,21.45,-103.58,Agrícola,3143000
Calera,Zacatecas,45759,22.92,-102.67,Mixta,36607200
Cañitas de Felipe Pescador,Zacatecas,8395,23.6,-102.73,Agrícola,5876500
Concepción del Oro,Zacatecas,12115,24.62,-101.42,Mixta,10903500
Cuauhtémoc,Zacatecas,13410,22.45,-102.32,Agrícola,9387000
Chalchihuites,Zacatecas,10305,23.48,-103.88,Agrícola,7213500
Fresnillo,Zacatecas,240532,23.18,-102.87,Mixta,216478800
Trinidad García de la Cadena,Zacatecas,3363,21.22,-103.45,Agrícola,2354100
Genaro Codina,Zacatecas,8165,22.5,-102.5,Agrícola,5715500
General Enrique Estrada,Zacatecas,6616,22.98,-102.73,Agrícola,4631200
General Francisco R. Murguía,Zacatecas,21389,23.8,-102.4,Agrícola,14972300
El Plateado de Joaquín Amaro,Zacatecas,1600,21.9,-103.1,Agrícola,1120000
General Pánfilo Natera,Zacatecas,23460,22.7,-102.1,Agrícola,16422000
Guadalupe,Zacatecas,211740,22.75,-102.5,Mixta,190566000
Huanusco,Zacatecas,4301,21.75,-102.97,Agrícola,3010700
Jalpa,Zacatecas,25232,21.63,-102.98,Mixta,20185600
Jerez,Zacatecas,59919,22.65,-102.98,Mixta,47935200
Jiménez del Teul,Zacatecas,4490,23.35,-103.8,Agrícola,3143000
Juan Aldama,Zacatecas,19840,24.3,-103.38,Agrícola,13888000
Juchipila,Zacatecas,12271,21.4,-103.12,Mixta,9816800
Loreto,Zacatecas,53709,22.27,-101.98,Mixta,42967200
Luis Moya,Zacatecas,13240,22.43,-102.4,Agrícola,9268000
Mazapil,Zacatecas,17813,24.78,-101.55,Agrícola,12469100
Melchor Ocampo,Zacatecas,2758,24.88,-101.78,Agrícola,1930600
Mezquital del Oro,Zacatecas,2527,21.22,-103.35,Agrícola,1768900
Miguel Auza,Zacatecas,23854,24.13,-103.58,Agrícola,16697800
Momax,Zacatecas,2428,21.87,-103.22,Agrícola,1699600
Monte Escobedo,Zacatecas,8683,22.3,-103.57,Agrícola,6078100
Morelos,Zacatecas,13207,22.88,-102.6,Mixta,10565600
Moyahua de Estrada,Zacatecas,4503,21.28,-103.17,Agrícola,3152100
Nochistlán de Mejía,Zacatecas,27936,21.37,-102.85,Mixta,22348800
Noria de Ángeles,Zacatecas,16603,22.42,-101.88,Agrícola,11622100
Ojocaliente,Zacatecas,53351,22.57,-102.25,Mixta,42680800
Pánuco,Zacatecas,17502,22.9,-102.55,Agrícola,12251400
Pinos,Zacatecas,72248,22.3,-101.57,Mixta,57798400
Río Grande,Zacatecas,64535,23.83,-103.03,Mixta,51628000
Sain Alto,Zacatecas,21844,23.57,-103.23,Agrícola,15290800
El Salvador,Zacatecas,2504,24.47,-100.9,Agrícola,1752800
Sombrerete,Zacatecas,63665,23.63,-103.63,Mixta,50932000
Susticacán,Zacatecas,1365,22.62,-103.15,Agrícola,955500
Tabasco,Zacatecas,16576,21.87,-102.9,Agrícola,11603200
Tepechitlán,Zacatecas,8229,21.67,-103.33,Agrícola,5760300
Tepetongo,Zacatecas,6496,22.4,-103.17,Agrícola,4547200
Teúl de González Ortega,Zacatecas,5353,21.47,-103.45,Servicios,4817700
Tlaltenango de Sánchez Román,Zacatecas,27303,21.78,-103.3,Mixta,21842400
Valparaíso,Zacatecas,32463,22.77,-103.57,Agrícola,22724100
Vetagrande,Zacatecas,10278,22.82,-102.58,Agrícola,7194600
Villa de Cos,Zacatecas,34623,23.3,-102.3,Agrícola,24236100
Villa García,Zacatecas,19688,22.17,-101.97,Agrícola,13781600
Villa González Ortega,Zacatecas,13410,22.5,-101.9,Agrícola,9387000
Villa Hidalgo,Zacatecas,19448,22.35,-101.72,Agrícola,13613600
Villanueva,Zacatecas,31558,22.35,-102.88,Mixta,25246400
Zacatecas,Zacatecas,149607,22.77,-102.58,Servicios,164567700
Trancoso,Zacatecas,20464,22.73,-102.37,Agrícola,14324800
Santa María de la Paz,Zacatecas,2765,21.5,-103.22,Agrícola,1935500
